lake_id,month_start,month_end,ndwi,ndvi,ndti,pollution_score,pixel_count,scene_count,anomaly_flag,mom_change_pct,restoration_verdict,restoration_confidence
sankey,2024-06-01,2024-07-01,0.07065319346176158,0.023394204488901053,0.053932212263184155,50.13,953,1,False,9.72,,
sankey,2024-07-01,2024-08-01,0.0,0.0,0.0,50.0,0,0,False,-0.26,,
sankey,2024-08-01,2024-09-01,0.0,0.0,0.0,50.0,0,0,False,0.0,,
sankey,2024-09-01,2024-10-01,0.2669416215460533,-0.12067825661794261,0.008832461285694305,44.0,1078,1,False,-12.0,,
sankey,2024-10-01,2024-11-01,0.0,0.0,0.0,50.0,0,0,False,13.64,,
sankey,2024-11-01,2024-12-01,0.21171780146781413,-0.07612022966381464,-0.15787664739961224,42.19,916,1,False,-15.62,,
sankey,2024-12-01,2025-01-01,0.28772692483449874,-0.09146951885420955,-0.20334227962292772,39.75,1107,1,False,-5.78,,
sankey,2025-01-01,2025-02-01,0.310175676321837,-0.12768210169349553,-0.11922609987689052,40.59,1110,4,False,2.11,,
sankey,2025-02-01,2025-03-01,0.5402220622576694,-0.38210946748923974,-0.16510680918132295,32.47,1153,5,False,-20.0,,
sankey,2025-03-01,2025-04-01,0.5806897150282496,-0.3880487949226164,-0.19236646396087778,31.14,1159,5,False,-4.1,,
sankey,2025-04-01,2025-05-01,0.5957281526059686,-0.444153793878073,-0.12399286943963289,31.54,1144,6,False,1.28,,
sankey,2025-05-01,2025-06-01,0.3773250377652405,-0.24686425527230252,-0.03195679792839481,39.67,1112,2,True,25.78,,
sankey,2025-06-01,2025-07-01,0.29630390591529493,-0.1431362915942477,0.28983903880222606,48.82,1101,1,True,23.07,,
sankey,2025-07-01,2025-08-01,0.0,0.0,0.0,50.0,0,0,False,2.42,,
sankey,2025-08-01,2025-09-01,0.0,0.0,0.0,50.0,0,0,False,0.0,,
sankey,2025-09-01,2025-10-01,0.0,0.0,0.0,50.0,0,0,False,0.0,,
sankey,2025-10-01,2025-11-01,0.0,0.0,0.0,50.0,0,0,False,0.0,,
sankey,2025-11-01,2025-12-01,0.1263251946179168,-0.03145889970851225,-0.21741249962660056,43.05,931,1,False,-13.9,,
sankey,2025-12-01,2026-01-01,0.4517746035900157,-0.24001222085129909,-0.09708287018379215,37.15,1106,3,False,-13.7,,
sankey,2026-01-01,2026-02-01,0.4703165561561482,-0.3089693750726047,-0.10581178360803166,35.79,1113,4,False,-3.66,,
sankey,2026-02-01,2026-03-01,0.5473639742109466,-0.4129665571927635,-0.16037479161215212,32.05,1098,4,False,-10.45,,
sankey,2026-03-01,2026-04-01,0.32894888885212853,-0.20607461870567145,-0.2484504610280018,36.7,1088,7,False,14.51,,
sankey,2026-04-01,2026-05-01,0.4797305889227802,-0.3264109333576878,0.012203287479843651,37.77,1046,6,False,2.92,,
sankey,2026-05-01,2026-06-01,0.1690255468433813,-0.05318444976082555,-0.07958711097573658,44.79,1014,1,False,18.59,,
sankey,2026-06-01,2026-06-20,0.0,0.0,0.0,50.0,0,0,False,11.63,,
